,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
357,80, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
358,81, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,usamaahmed#9991,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
359,82, griff 💜 💜 patienc abc articl ,"@griff (💜, 💜) for having patience with the ABC article ",2.33,"Griff (💜,💜)#8888",2022-04-17T22:00:00.000Z,
360,83, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,mercedesrodsim#1317,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
361,84,take note last board meet ,for taking notes during the last board meeting ,4.33,missgene#7773,2022-04-17T22:00:00.000Z,
362,85, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,ALOYSIOUS#3049,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
363,86, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,MisterBoyfriend#7096,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
364,87, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,thiago.rossi#1714,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
365,88, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,MS#4235,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
366,89, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,logonaut.eth#9437,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
367,90, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mafer_cordovas#1034,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
368,91, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,MisterBoyfriend#7096,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
369,92, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,thiago.rossi#1714,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
370,93, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,AnnAnna#4694,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
371,94, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,anna-marie#8824,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
372,95, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,thiago.rossi#1714,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
373,96,continu support graphic ,for their continuous support in our graphics ,8.0,Rodricast#1415,2022-04-17T22:00:00.000Z,['general']
374,97, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,shawn#7046,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
375,98, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mafer_cordovas#1034,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
376,99, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,KZ Flyer#0926,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
377,100, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,shawn#7046,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
378,101, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,sidcode#1729,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
379,102, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,logonaut.eth#9437,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
380,103, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,AmwFund#0979,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
381,104, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mafer_cordovas#1034,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
382,105, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,Jeremy&TheGospelOfChange#8201,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
383,106, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,BOILΞR(Chris)#8898,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
384,107, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,bitsikka#8855,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
385,108, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.0,mantis#6576,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
386,109, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,iviangita#3204,2022-04-20T22:00:00.000Z,['attendance']
387,110, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,Tamarandom#9361,2022-04-20T22:00:00.000Z,['attendance']
388,111, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.0,thiago.rossi#1714,2022-04-20T22:00:00.000Z,['attendance']
389,112, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,0.77,mafer_cordovas#1034,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
390,0, griff 💜 💜 articul solut snapshot vote bug quickli pull vitor help ,"@griff (💜, 💜) for articulating solutions for the snapshot voting bug and quickly pulling Vitor in to help! ",38.33,"Griff (💜,💜)#8888",2022-05-29T22:00:00.000Z,['work']
391,1,organ lead call polygon today present prais dear product ,"for organizing and leading a call with polygon today to present Praise, our dear product :) ",20.33,kristofer#1475,2022-05-24T22:00:00.000Z,['lead']
392,2, life live share knowledg expertis twitter help us improv twitter engag great learn session 🙏🏽 ,"@Life is for living for sharing his knowledge and expertise on Twitter to help us improve our Twitter engagement, it was a great learning session! 🙏🏽 ",22.67,Life is for living#9260,2022-05-26T22:00:00.000Z,"['work', 'share', 'twitter']"
393,3,identifi problem snapshot vote promptli avail ,for identifying the problems with the snapshot vote and for being promptly available ,30.0,VitorNunes#0090,2022-05-29T22:00:00.000Z,
394,4,honor invit short notic share wealth knowledg help improv prais make great tool commun ,and for honoring our invitation under short notice and sharing their wealth of knowledge to help improve Praise and make it a great tool for our communities ,24.33,liviade#1387,2022-05-23T22:00:00.000Z,"['work', 'share']"
395,5,incred work coordin common prize ,for her incredible work coordinating the commons prize! ,21.67,Tamarandom#9361,2022-05-08T22:00:00.000Z,['work']
396,6, marcel toucan x discov signific bug one vote tool use quickli fix vote audit ,@Marcel | Toucan x1000 for discovering a significant bug in one of the voting tools we're using so that it can be quickly fixed and votes audited. ,27.0,Marcel | Toucan#7777,2022-05-12T22:00:00.000Z,
397,7,well dealt bug snapshot draft clear concis messag commun 🙌🏽 ,for how well she dealt with the bugs on snapshot and for drafting a very clear an concise message to the community 🙌🏽 ,13.33,Tamarandom#9361,2022-05-29T22:00:00.000Z,
398,8, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,12.67,graial#0787,2022-05-15T22:00:00.000Z,['discussion']
399,9, richardblythman algovera ai wear trust seed hat common prize ama today ,@richardblythman | Algovera.ai for wearing his Trusted Seed hat in the Commons Prize AMA today! ,13.33,richardblythman | Algovera.ai#3425,2022-05-26T22:00:00.000Z,
400,10, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",14.0,graial#0787,2022-05-15T22:00:00.000Z,['work']
401,11, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",14.0,T!b!#2584,2022-05-15T22:00:00.000Z,['work']
402,12, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",15.0,DiogoJ#2058,2022-05-15T22:00:00.000Z,['work']
403,13,reach snapshot order help issu common prize vote 🙏 ,for reaching to Snapshot in order to help me with my issue with Commons Prize voting 🙏 ,6.07,Tamarandom#9361,2022-05-29T22:00:00.000Z,['work']
404,14, yineisi mota much outreach common prize make sure trust seed know final vote finalist vote \ ,"@Yineisy Mota for doing SO MUCH outreach for Commons Prize and making sure all Trusted Seed know about the final vote and the finalists to vote for!
\ ",16.67,iviangita#3204,2022-05-28T22:00:00.000Z,['work']
405,15,help updat issu dapp ,for helping with the updates and issues on the Dapp ,14.67,fabiomendes#4802,2022-05-30T22:00:00.000Z,['work']
406,16, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",14.67,Kojak#5611,2022-05-15T22:00:00.000Z,['work']
407,17, griff 💜 💜 inimit master ceremoni common prize ama ask question help trust seed make difficult decis  finalist extraordinari would privileg work ,"@griff (💜, 💜) for being the inimitable master of ceremonies for the Commons Prize AMA and asking questions to help the Trusted Seed make this very difficult decision. All 5 finalists are extraordinary and it would be a privilege to work with any of them. ",21.0,"Griff (💜,💜)#8888",2022-05-26T22:00:00.000Z,"['discussion', 'work']"
408,18, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,8.33,markop#2007,2022-05-15T22:00:00.000Z,['discussion']
409,19, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",9.0,Kris#8703,2022-05-16T22:00:00.000Z,
410,20,join ama repres preciou plastic incred caus 🙌 ,for joining our AMA and representing Precious Plastics! An incredible cause 🙌 ,8.33,jaklatt#2299,2022-05-26T22:00:00.000Z,['attendance']
411,21,join ama repres grassroot econom 🙌 ,for joining our AMA and representing Grassroots Economics 🙌 ,8.33,babania#6905,2022-05-26T22:00:00.000Z,['attendance']
412,22, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",8.33,liviade#1387,2022-05-26T22:00:00.000Z,['discussion']
413,23, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",8.33,Yineisy Mota#1449,2022-05-26T22:00:00.000Z,['discussion']
414,24, yineisi mota much outreach common prize make sure trust seed know final vote finalist vote \ ,"@Yineisy Mota for doing SO MUCH outreach for Commons Prize and making sure all Trusted Seed know about the final vote and the finalists to vote for!
\ ",8.5,usamaahmed#9991,2022-05-28T22:00:00.000Z,['work']
415,25,accept enthusiast regen common stack bookclub partnership ,for accepting and being enthusiastic about the Regen + Commons Stack bookclub partnership! ,10.67,AWS#9944,2022-05-18T22:00:00.000Z,
416,26, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",8.5,graial#0787,2022-05-26T22:00:00.000Z,['discussion']
417,27, chri byrn present today vote session answer question commun benefit design pattern common 🙏🏽 ,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,9.0,jaklatt#2299,2022-05-19T22:00:00.000Z,"['discussion', 'work']"
418,28, chri byrn present today vote session answer question commun benefit design pattern common 🙏🏽 ,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,9.67,graial#0787,2022-05-19T22:00:00.000Z,"['discussion', 'work']"
419,29, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",9.0,"kn00t (🦎, 🦎)#8297",2022-05-15T22:00:00.000Z,['work']
420,30, john ellison richardblythman algovera ai effort put present commun nomin common prize bravo 🙌 ✨ , @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,9.0,jaklatt#2299,2022-05-26T22:00:00.000Z,
421,31, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",9.0,freshelle#9882,2022-05-26T22:00:00.000Z,['discussion']
422,32,top detail common prize video ama coordin happen 🙏🏽 ,"for being on top of all the details for Commons Prize! The videos, AMA, coordination. This couldn't have happened with you! 🙏🏽 ",9.67,usamaahmed#9991,2022-05-25T22:00:00.000Z,
423,33, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",9.67,Max Semenchuk#3335,2022-05-16T22:00:00.000Z,
424,34, john ellison richardblythman algovera ai five finalist common prize make time join today ama well put much work learn common stack design pattern common prepar nomin honor work anytim ," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",9.67,jaklatt#2299,2022-05-26T22:00:00.000Z,"['attendance', 'work']"
425,35, griff 💜 💜 max semenchuk trust seed gener assembl today raf find handl discord ,"@griff (💜, 💜) @Max Semenchuk for the Trusted Seed General Assembly today. (And Raf, but I can't find his handle in our Discord) ",11.33,JeffEmmett#7202,2022-05-16T22:00:00.000Z,
426,36, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",11.33,Chris Byrnes#4168,2022-05-15T22:00:00.000Z,['work']
427,37,coordin collabor behind scene common prize bring creativ merg group propos tabl make script calcul actual vote ,for the coordination and collaboration behind the scenes in the Commons Prize to bring a creative merged group proposal to the table... and making a script to calculate the actual votes! ,11.33,graial#0787,2022-05-19T22:00:00.000Z,['work']
428,38, john ellison richardblythman algovera ai effort put present commun nomin common prize bravo 🙌 ✨ , @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,10.17,babania#6905,2022-05-26T22:00:00.000Z,
429,39, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",11.33,xdamman#3734,2022-05-15T22:00:00.000Z,['work']
430,40, john ellison richardblythman algovera ai five finalist common prize make time join today ama well put much work learn common stack design pattern common prepar nomin honor work anytim ," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",13.0,babania#6905,2022-05-26T22:00:00.000Z,"['attendance', 'work']"
431,41, john ellison richardblythman algovera ai effort put present commun nomin common prize bravo 🙌 ✨ , @John Ellison   @richardblythman | Algovera.ai for all the effort you have put into presenting the communities nominated for the Commons Prize! BRAVO! 🙌 ✨ ,9.97,richardblythman | Algovera.ai#3425,2022-05-26T22:00:00.000Z,
432,42,amaz work coordin common prize ,for their amazing work coordinating the Commons Prize! ,8.0,Tamarandom#9361,2022-05-26T22:00:00.000Z,['work']
433,43, john ellison richardblythman algovera ai amaz project work make final round common prize prepar help commun learn mission posit impact creat space super excit work build 🙏🏽 ,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",11.83,babania#6905,2022-05-26T22:00:00.000Z,['work']
434,44, john ellison richardblythman algovera ai amaz project work make final round common prize prepar help commun learn mission posit impact creat space super excit work build 🙏🏽 ,"@John Ellison @richardblythman | Algovera.ai for all the amazing projects you're working on, making it to the final round of Commons Prize, and all the preparation you do to help our community learn more about your mission and the positive impact you create in this space. We're super excited to work and build with any of you! 🙏🏽 ",9.17,jaklatt#2299,2022-05-26T22:00:00.000Z,['work']
435,45, chri byrn present today vote session answer question commun benefit design pattern common 🙏🏽 ,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,11.33,babania#6905,2022-05-19T22:00:00.000Z,"['discussion', 'work']"
436,46, chri byrn knt 🦎 🦎 john ellison present commun nomin common prize last friday video help trust seed get know nomin commun better order cast vote ,"@Chris Byrnes @kn00t (🦎, 🦎) @John Ellison for presenting their community nominations for Commons Prize last Friday! These videos will help the Trusted Seed get to know you and the nominated communities better in order to cast their votes. ",16.67,John Ellison#5093,2022-05-15T22:00:00.000Z,['work']
437,47, john ellison join ama repres fi dao 🙌 🚀 ,@John Ellison for joining our AMA and representing Re-Fi DAO. 🙌   🚀 ,6.87,John Ellison#5093,2022-05-26T22:00:00.000Z,['attendance']
438,48, richardblythman algovera ai repres ai common give us insight ai shape futur common 💯 ,@richardblythman | Algovera.ai for representing the AI Commons and giving us insights on how AI can shape the future of commons 💯 ,10.97,richardblythman | Algovera.ai#3425,2022-05-26T22:00:00.000Z,
439,49, yineisi mota larg part outreach common prize week 🏆 ,@Yineisy Mota for doing such a large part of the outreach for Commons Prize this week! 🏆 ,14.0,Yineisy Mota#1449,2022-05-16T22:00:00.000Z,
440,50, chri byrn present today vote session answer question commun benefit design pattern common 🙏🏽 ,@Chris Byrnes for presenting in today's voting session and answering questions about how your communities will benefit from the design patterns of a Commons. 🙏🏽 ,14.0,Chris Byrnes#4168,2022-05-19T22:00:00.000Z,"['discussion', 'work']"
441,51, john ellison richardblythman algovera ai five finalist common prize make time join today ama well put much work learn common stack design pattern common prepar nomin honor work anytim ," @John Ellison @richardblythman | Algovera.ai - the five finalists for the Commons Prize  - for making the time to join today's AMA as well as putting so much work into learning more about Commons Stack design patterns for a Commons and the preparation for your nominations. It will be an honor to work with any of you, anytime. ",12.33,richardblythman | Algovera.ai#3425,2022-05-26T22:00:00.000Z,"['attendance', 'work']"
442,52,join ama repres graviti dao 🙌🏽 ,for joining our AMA and representing Gravity DAO 🙌🏽 ,14.5,Juankbell#7458,2022-05-26T22:00:00.000Z,['attendance']
443,53, yineisi mota much outreach common prize make sure trust seed know final vote finalist vote \ ,"@Yineisy Mota for doing SO MUCH outreach for Commons Prize and making sure all Trusted Seed know about the final vote and the finalists to vote for!
\ ",11.77,Yineisy Mota#1449,2022-05-28T22:00:00.000Z,['work']
444,54,dedic case studi ,for her dedication to the case studies! ,14.0,Annn3#3538,2022-05-08T22:00:00.000Z,
445,55, nick fiorξnza john ellison blockchain socialist ⬛🟥⬛ present nomin common prize today vote parti great get ask question real time hear vision commun ,@Nick FIORΞNZA @John Ellison @The Blockchain Socialist ⬛🟥⬛ for presenting their nominations for the Commons Prize in today's voting party! It was great to get to ask questions in real time and hear more about your visions of these communities. ,16.67,John Ellison#5093,2022-05-15T22:00:00.000Z,['discussion']
446,56, yineisi mota trust seed reach vote incred number vote still ongo 🙌 💯 ,@Yineisy Mota for trusted seed reach out for voting! Incredible numbers on the voting and still ongoing 🙌 💯 ,16.67,Yineisy Mota#1449,2022-05-26T22:00:00.000Z,
447,57, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.67,unquale#1948,2022-05-26T22:00:00.000Z,['discussion']
448,58, griff 💜 💜 yineisi mota particip ama common prize finalist ask incred insight question thank valuabl member common stack commun 🌱 ✨ ,"@griff (💜, 💜) @Yineisy Mota for participating in our AMA with Commons Prize finalists and asking incredibly insightful questions. Thanks for being a valuable member of the Commons Stack community. 🌱 ✨ ",5.67,Letty#5399,2022-05-26T22:00:00.000Z,['discussion']
